name,type,value,date
Kekkaishi: Kokubourou Shuurai,Namco Bandai Games,,2008
Shugo Chara! Amunonijiro Chara Change,Konami Digital Entertainment,,2008
Galleon: Islands of Mystery,SCi,,2004
Renai 0 Kilometer,Alchemist,,2013
World Sports Competition,Hudson Soft,,2009
Summon Night 6: Lost Borders,Namco Bandai Games,,2016
Tantei Jinguuji Saburo DS: Kienai Kokoro,Arc System Works,,2008
Far East of Eden Shinden,Hudson Soft,,1995
Sunny Garcia Surfing,Ubisoft,,2001
MotorHead,Gremlin Interactive Ltd,,1998
Alia's Carnival! Sacrament,dramatic create,,2015
Nacho Libre,Majesco Entertainment,,2006
StormLover,D3Publisher,,2010
Gensou Suikoden I & II,Konami Digital Entertainment,,2006
Gloria Union,Atlus,,2011
Ebikore Photo Kano Kiss,Kadokawa Games,,2015
Bad Apple Wars,Idea Factory,,2015
Transformers: Devastation,Activision,,2015
Eyeshield 21: DevilBats DevilDays,Nintendo,,2006
Jyuzaengi: Engetsu Sangokuden,Idea Factory,,2012
Shin Sangoku Musou Online: Kamishou Ranbu,Tecmo Koei,,2010
Dancing Blade II: Tears of Eden,Konami Digital Entertainment,,1999
Kokoro no Kokoron,Namco Bandai Games,,2011
Hiiro no Kakera 3: Aoikuro no Kusabi,Idea Factory,,2008
BeatMania IIDX 13: DistorteD,Konami Digital Entertainment,,2007
Section 8,SouthPeak Games,,2009
Go! Go! Hypergrind,Atlus,,2003
Keshisasu-Kun: Battle Kas-tival,Konami Digital Entertainment,,2010
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,Namco Bandai Games,,2011
Hot Pixel,Atari,,2007
Peak Performance,JVC,,1997
Dance Dance Revolution: Hottest Party 5,Konami Digital Entertainment,,2011
Who Wants to be a Millionaire: 2nd Edition,Ubisoft,,2008
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,ChunSoft,,2012
DokiDoki Majo Shinpan! 2,SNK Playmore,,2008
S.L.A.I.: Steel Lancer Arena International,Konami Digital Entertainment,,2005
Pet Alien: An Intergalactic Puzzlepalooza,Game Factory,,2007
Freaky Flyers,Midway Games,,2003
Blokus Portable: Steambot Championship,Majesco Entertainment,,2006
Renai Revenge,TGL,,2015
Zoboomafoo: Leapin' Lemurs!,Encore,,2001
Atelier Shallie Plus: Alchemists of the Dusk Sea,Tecmo Koei,,2016
Dennou Senki Virtual-On Force,Sega,,2010
Sins of a Solar Empire,Pinnacle,,2008
Graffiti Kingdom,505 Games,,2004
Langrisser: Re:Incarnation Tensei,Extreme Entertainment Group,,2015
Nettou! Powerful Koushien,Konami Digital Entertainment,,2010
Lords of the Fallen,Square Enix,,2014
Great Edo Blacksmith,Nippon Ichi Software,,2014
Armored Core SL: Silent Line Portable,From Software,,2009
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Namco Bandai Games,,2014
Combat Elite: WWII Paratroopers,Unknown,,N/A
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,Marvelous Interactive,,2008
Lethal Enforcers I & II,Konami Digital Entertainment,,1996
Klonoa 2: Dream Champ Tournament,Namco Bandai Games,,2002
Shantae and the Pirate's Curse,Intergrow,,2015
Minna no Golf Jou Vol.1,Sony Computer Entertainment,,2007
The Peanuts Movie: Snoopy's Grand Adventure,Activision,,2015
Resident Evil 4,Ubisoft,,2007
Power Rangers Super Megaforce,Namco Bandai Games,,2014
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Activision,,2016
Cabela's Big Game Hunter: Pro Hunts,Activision,,2014
Super Collapse! II,Majesco Entertainment,,2004
Ducati World Racing Challenge,Acclaim Entertainment,,2001
Pop'n Music 14 Fever!,Konami Digital Entertainment,,2007
Golden Nugget Casino / Texas Hold 'Em Double Pack,Majesco Entertainment,,2005
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,Gust,,2010
Lux-Pain (JP sales),Rising Star Games,,2008
Smashing Drive,Zoo Digital Publishing,,2004
Senko no Ronde DUO,G.Rev,,2010
Starshot: Space Circus Fever,Infogrames,,1998
Charlie Blasts Territory,Kemco,,1999
Big Mountain 2000,Imagineer,,1998
Tokimeki Memorial Girl's Side 1st Love Plus,Konami Digital Entertainment,,2009
CIMA: The Enemy,Marvelous Interactive,,2003
N+,Atari,,2007
Katekyoo Hitman Reborn! Kizuna no Tag Battle,Marvelous Interactive,,2010
Code Geass: Hangyaku no Lelouch,Namco Bandai Games,,2007
GTR Evolution,Atari,,2008
Hudson x GReeeeN Live!? DeeeeS!?,Hudson Soft,,2010
Daibakushou: Jinsei Gekijou,Taito,,1995
Marble Madness / Klax,Zoo Digital Publishing,,2005
Downstream Panic!,Atari,,2008
DJ Max Portable 3,CyberFront,,2010
Suzumiya Haruhi no Chokuretsu,Sega,,2009
SimCity,Maxis,,1988
The Idolmaster: Gravure For You! Vol. 5,Namco Bandai Games,,2012
S.Y.K Renshouden,Idea Factory,,2010
Casino Chaos With Las Vegas Players Collection,THQ,,2011
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,Idea Factory,,2011
Konpeki no Kantai,Angel Studios,,1995
D.C.I.F.: Da Capo Innocent Finale,Sweets,,2009
Galaxy Angel II: Mugen Kairou no Kagi,Broccoli,,2007
Nectaris: Military Madness,Hudson Soft,,1998
Doom 3 BFG Edition,Bethesda Softworks,,2012
Tenka-bito,Sega,,2006
BRAHMA Force: The Assault on Beltlogger 9,JVC,,1996
Petz: Dolphinz Encounter,Ubisoft,,2009
Star Trek: Tactical Assault,Ubisoft,,2006
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,Takara Tomy,,2009
Samurai Spirits: Tenkaichi Kenkakuden,Unknown,,N/A
Robo Pit,Kokopeli Digital Studios,,1995
Emily Archer and the Curse of Tutankhamun,Mastertronic,,2011
Story Hour: Adventures,Zoo Digital Publishing,,2008
Braid,Number None,,2009
Muv-Luv Alternative: Total Eclipse,5pb,,2013
R-Type III: The Third Lightning,Zoo Digital Publishing,,2004
Star Wars: The Force Unleashed II,LucasArts,,2010
Need for Speed (2015),Electronic Arts,,2016
Hakuouki,Idea Factory,,2008
"Princess Natasha: Student, Secret Agent, Princess",Zoo Digital Publishing,,2006
Atomic Betty,Atari,,2005
Monster Hunter Frontier Online: Season 10,Capcom,,2011
Robin Hood: Defender of the Crown,Capcom,,2003
Street Jam Basketball,Zoo Digital Publishing,,2004
Master of Monsters: Disciples of Gaia,Agetec,,1997
Armored Core: Last Raven Portable,From Software,,2010
SD Gundam: Gashapon Wars,Namco Bandai Games,,2010
Commander: Conquest of the Americas,Paradox Interactive,,2010
Curious George,Namco Bandai Games,,2006
Disney's Aladdin,Capcom,,2003
Royal Palace of White Sword and The City of Gentiles,Take-Two Interactive,,2009
Virtual Pool: Tournament Edition,Global Star,,2005
Kung Fu Panda: Showdown of Legendary Legends,Little Orbit,,2015
Nippon no Asoko de,Sony Computer Entertainment,,2008
007: Quantum of Solace,Activision,,2008
MapleStory DS,Nexon,,2010
Phantasy Star Online 2: Episode 3 Deluxe Package,Sega,,2015
Pimp My Ride: Street Racing,Activision,,2009
Let's Dance with Mel B,Black Bean Games,,2011
Popeye: Rush for Spinach,Atari,,2005
Culdcept,Sega,,2002
Beyblade Evolution,Rising Star Games,,2013
Pro Cycling Manager 2016,Focus Home Interactive,,2016
Blue Breaker: Ken Yorimo Hohoemi o,NEC,,1996
BeatMania IIDX 15: DJ Troopers,Konami Digital Entertainment,,2008
Heathcliff! The Fast and the Furriest,Storm City Games,,2010
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,Compile Heart,,2015
Planet of the Apes,Ubisoft,,2001
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,Unknown,,2011
Worms,Sony Computer Entertainment,,2009
Drake & Josh: Talent Showdown,THQ,,2007
Real World Golf,Mad Catz,,2006
Winx Club: Rockstars,Namco Bandai Games,,2010
Hissatsu Pachinko Collection 3,Sunsoft,,1995
Oumagatoki: Kaidan Romance,Quinrose,,2012
Jack Keane,Kalypso Media,,2008
World of Zoo,THQ,,2009
Kung Fu Panda: Legendary Warriors,Activision,,2008
Mahjong Kakutou Club: Zenkoku Taisenban,Konami Digital Entertainment,,2006
Hayate no Gotoku! Nightmare Paradise,Konami Digital Entertainment,,2009
NBA 08,Sony Computer Entertainment,,2007
Secret Files 2: Puritas Cordis,Deep Silver,,2009
Nanashi no Game Me,Square Enix,,2009
Heroes of Hellas 2: Olympia,Unknown,,2012
Young Justice: Legacy,Namco Bandai Games,,2013
Syberia,Microids,,2002
Bladestorm: Nightmare,Tecmo Koei,,2015
NatGeo Challenge! Wild Life,Black Bean Games,,2010
Higurashi no Naku Koro ni Iki,Kaga Create,,2015
HappinessCharge PreCure! Kawarun Collection,Namco Bandai Games,,2014
Battle vs. Chess,TopWare Interactive,,N/A
Dream Pinball 3D,SouthPeak Games,,2008
DICE: DNA Integrated Cybernetic Enterprises,Namco Bandai Games,,2005
Battlefield 1942: The WW II Anthology,Electronic Arts,,2004
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,Namco Bandai Games,,2007
Megpoid the Music#,Asgard,,2013
Game of Thrones (Telltale),Telltale Games,,2015
Wallace & Gromit in Project Zoo,BAM! Entertainment,,2003
Rugby League Live,Home Entertainment Suppliers,,2010
Grid Runner,Virgin Interactive,,1996
Saihai no Yukue,Tecmo Koei,,2008
Metal Dungeon,Xicat Interactive,,2002
Drome Racers,Electronic Arts,,2003
Guitar Freaks V & DrumMania V,Konami Digital Entertainment,,2006
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,Level 5,,2009
Driver: Parallel Lines,Ubisoft,,2007
Doom,id Software,,1992
Gekido Advance: Kintaro's Revenge,Zoo Digital Publishing,,2002
OZMAFIA!! -vivace-,dramatic create,,2015
Girls Only,Foreign Media Games,,2010
Future Tactics: The Uprising,JoWood Productions,,2004
Power Poke Dash,Konami Digital Entertainment,,2006
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,D3Publisher,,2009
Detective Opera: Milky Holmes 2,BushiRoad,,2012
Turn It Around,505 Games,,2006
Blaze Union: Story to Reach the Future,Sting,,2010
Attack on Titan (KOEI),Tecmo Koei,,2016
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,Rocket Company,,2016
Race Driver 2006,Codemasters,,2006
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,Alchemist,,2010
Buffy the Vampire Slayer: Wrath of the Darkhul King,THQ,,2003
My Hero Academia: Battle for All,Namco Bandai Games,,2016
Nisekoi: Yomeiri!?,Konami Digital Entertainment,,2014
New Tokyo Legacy: Operation Babel,5pb,,2015
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,Unknown,,2011
Rugby League Live 3,Tru Blu Entertainment,,2015
Triple Pack: Xbox Live Arcade Compilation,Microsoft Game Studios,,2011
101-in-1 Sports Party Megamix,Nordcurrent,,2010
Roadsters,Titus,,2000
The Croods: Prehistoric Party!,D3Publisher,,2013
Exist Archive: The Other Side of the Sky,Aksys Games,,2015
DeathSmiles II,Cave,,2010
Romance of the Three Kingdoms II,Tecmo Koei,,2015
Calcio Bit,Nintendo,,2006
Monsters vs. Aliens,Activision,,2009
Whiteout,Konami Digital Entertainment,,2002
Hyakumanton no Bara Bara,Sony Computer Entertainment,,2010
Galaxy Angel II: Zettairyouiki no Tobira,Broccoli,,2006
The Great Mystery Hidden Object Package 5,Rondomedia,,2015
1000 Cooking Recipes from ELLE à table,Nintendo,,2010
Hajime no Ippo: The Fighting,ESP,,2002
Merv Griffin's Crosswords,ValuSoft,,2008
Stellaris,Paradox Interactive,,2016
Spectral Souls: Resurrection of the Ethereal Empires,Idea Factory,,2005
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,Idea Factory,,2010
Syberia II,Ubisoft,,2004
PopCap Hits! Vol 2,Mastertronic,,2011
Ao no Kanata no Four Rhythm,Unknown,,2016
Motor Trend presents Lotus Challenge,Xicat Interactive,,2003
Mystery Trackers: The Void,Focus Home Interactive,,2011
Trine 2,Atlus,,2012
Bleach DS 4th: Flame Bringer,Sega,,2009
Pacific Liberator,Zoo Games,,2009
Botanicula,Daedalic Entertainment,,2012
Parfait,TGL,,2015
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,Level 5,,2009
The King of Fighters Portable '94~'98: Chapter of Orochi,SNK Playmore,,2010
Puzzle Challenge: Crosswords and More!,Crave Entertainment,,2009
Nisenochigiri: Omoide no Saki e,Idea Factory,,2011
Rugby League Live,Home Entertainment Suppliers,,2010
Age of Conan: Rise of the Godslayer,Funcom,,2010
Totally Spies! Totally Party,Ubisoft,,2008
Battlefield Vietnam,Electronic Arts,,2004
In Cold Blood,Sony Computer Entertainment,,2000
Mega Minis Volume 2,Sony Computer Entertainment,,2011
Kamigami no Asobi,Broccoli,,2013
Fireblade,Midway Games,,2002
Kong: King of Atlantis,THQ,,2005
Kidou Senshi V Gundam,Namco Bandai Games,,1994
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Konami Digital Entertainment,,2005
The Settlers II 10th Anniversary,Ubisoft,,2006
Wrestle Angels: Survivor 2,Tryfirst,,2008
Onechanbara Z Kagura,D3Publisher,,2012
Ride,Milestone S.r.l.,,2015
The King of Fighters 02/03,SNK Playmore,,2005
ESPN Winter X Games: Snowboarding 2002,Konami Digital Entertainment,,2002
Betty Boop's Double Shift,Zoo Digital Publishing,,2007
Warhammer: Mark of Chaos,Deep Silver,,2006
Tsuku Monogatari,FuRyu,,2011
Vitamin Z,D3Publisher,,2009
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,Alchemist,,2011
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,Yeti,,2010
Harukanaru Toki no Naka de 5: Kazahanaki,Ackkstudios,,2012
Tom and Jerry in War of the Whiskers,Unknown,,N/A
Nobunaga no Yabou DS 2,Tecmo Koei,,2008
The IdolM@ster: Gravure For You! Vol. 6,Namco Bandai Games,,2012
Schlag den Raab,Namco Bandai Games,,2010
Ghostbusters (2016),Activision,,2016
Secrets of the Titanic,Avanquest Software,,2012
Metal Saga: Hagane no Kisetsu,Success,,2006
Animaniacs: The Great Edgar Hunt,Ignition Entertainment,,2005
Safari Adventures: Africa,Neko Entertainment,,2008
Harukanaru Toki no Naka de 6,Tecmo Koei,,2015
Dream Club Zero Portable,D3Publisher,,2011
Samurai Warriors 2,Tecmo Koei,,2013
Cossacks: European Wars,Strategy First,,2001
The Island of Dr. Frankenstein,Storm City Games,,2009
TV Total Events,7G//AMES,,2011
Battle Arena Toshinden URA,Sega,,1995
Darius Burst: Chronicle Saviours,Kadokawa Games,,2016
Biohazard: Revival Selection,Capcom,,2011
Labyrinth Cross Blood: Infinity,CyberFront,,2013
Prince of Persia (2008),Ubisoft,,2008
Super Duper Sumos,Unknown,,N/A
HotBrain,Midway Games,,2007
UK Truck Simulator,N/A,,2010
Gudetama: Hanjuku de Tanomuwa,Rocket Company,,2015
MechAssault: Phantom War,Majesco Entertainment,,2006
Magicka,Paradox Interactive,,2011
Star Trek: The Game,Namco Bandai Games,,2013
Moto Racer DS,Nobilis,,2008
The Last Guy,Sony Computer Entertainment,,2009
Disney Sports Soccer,Konami Digital Entertainment,,2002
Akane Iro ni Somaru Saka Parallel,GN Software,,2008
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,Alchemist,,2011
Monster Hunter Frontier Online: Forward 1,Capcom,,2011
X3: Terran Conflict,Deep Silver,,2008
Timeshock! Pro Pinball,Empire Interactive,,1998
Max Payne,Take-Two Interactive,,2003
D1 Professional Drift Grand Prix Series,Yuke's,,2005
Starry ? Sky: In Winter,Asgard,,2011
Little Bears,RTL,,2009
Rush Hour,Psygnosis,,1997
Pro Cast Sports Fishing,Capcom,,2003
Gintama: Banji Oku Chuubu!,Namco Bandai Games,,2007
Aegis of Earth: Protonovus Assault,PQube,,2016
Saka Agari Hurricane Portable,Alchemist,,2011
Negima!? Dream Tactic Yumemiru Otome Princess,Konami Digital Entertainment,,2007
King Arthur II,Paradox Interactive,,2011
Max Payne 2: The Fall of Max Payne,Take-Two Interactive,,2003
Dakar 2: The World's Ultimate Rally,Acclaim Entertainment,,2003
NBA 2K7,Take-Two Interactive,,2006
Auto Modellista,Capcom,,2003
Jewel Match 2,Easy Interactive,,2012
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",Idea Factory,,2011
MySims,Electronic Arts,,2008
Guild Wars: Nightfall,NCSoft,,2006
Greg Hastings' Tournament Paintball Max'd,Activision,,2006
Dave Mirra Freestyle BMX 3,Acclaim Entertainment,,2002
My Animal Centre,Deep Silver,,2009
Eco Creatures: Save The Forest,Rising Star Games,,2007
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,Creative Core,,2009
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,Namco Bandai Games,,2011
Dragon Tamer: Sound Spirit,Namco Bandai Games,,2007
Frogger: Ancient Shadow,Konami Digital Entertainment,,2005
Pro Evolution Soccer 2017,Konami Digital Entertainment,,2016
La Pucelle: Ragnarok,Nippon Ichi Software,,2009
Kiniro no Corda 2 f Encore,Tecmo Koei,,2009
Darius II,Taito,,1995
Jewel Quest 5: The Sleepless Star,Licensed 4U,,2012
RollerCoaster Tycoon 2: Triple Thrill Pack,Atari,,2003
Bleach: Soul Carnival 2,Sony Computer Entertainment,,2009
ParaParaParadise,Konami Digital Entertainment,,2001
Tiger & Bunny: On-Air Jack!,Namco Bandai Games,,2012
Pro Evolution Soccer 2012,Konami Digital Entertainment,,2011
Eureka Seven AO: Jungfrau no Hanabanatachi,Namco Bandai Games,,2012
Warship Gunner 2,Tecmo Koei,,2006
Gotcha Force,Capcom,,2003
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,Banpresto,,2007
Star Wars The Clone Wars: Republic Heroes,LucasArts,,2009
CID The Dummy,Oxygen Interactive,,2009
Xblaze: Lost Memories,Arc System Works,,2015
DiRT Rally,Codemasters,,2016
The Perfect Golf,Seta Corporation,,1995
Let's Sing 2016,FuRyu Corporation,,2015
Wrestle Kingdom,Yuke's,,2006
Demon Driver: Time to Burn Rubber!,Ignition Entertainment,,2003
The Golf Club,Unknown,,2014
Bigfoot King of Crush,Zoo Games,,2011
Mojo!,DreamCatcher Interactive,,2003
Infinite Stratos 2: Ignition Hearts,5pb,,2014
Cabela's Big Game Hunter: Pro Hunts,Activision,,2014
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,Konami Digital Entertainment,,2006
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,Arc System Works,,2013
The Sims 2: Bon Voyage,Electronic Arts,,2007
Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,,2003
Clannad,Prototype,,2008
Brothers Conflict: Passion Pink,Idea Factory,,2012
Kuryuu Youma Gakuenki Recharge,Atlus,,2006
My Frogger: Toy Trials,Konami Digital Entertainment,,2006
Jet Grind Radio,Sega,,2003
Farm Frenzy 3,Unknown,,2011
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,Russel,,2009
3DS Classic Collection,Sega,,2016
Baldur's Gate: Dark Alliance,"Destination Software, Inc",,2004
GRID Autosport,Codemasters,,2014
The Adventures of Lomax,Psygnosis,,1996
Neverwinter Nights Diamond,Atari,,2004
Divinity II: Flames of Vengeance,DTP Entertainment,,2010
Under the Skin,Capcom,,2004
Battlefield 2142,Electronic Arts,,2006
Kabu Trader Shun,Capcom,,2007
Air Conflicts: Secret Wars,bitComposer Games,,2011
Poy Poy,Konami Digital Entertainment,,1997
Hermie Hopperhead: Scrap Panic,Sony Computer Entertainment,,1995
Lost Planet 2,Capcom,,2010
NHL 07,Electronic Arts,,2006
DrumMania 7th Mix,Konami Digital Entertainment,,2001
Runabout 3: Neo Age,BAM! Entertainment,,2002
AMNESIA World,Idea Factory,,2014
Captain Morgane and the Golden Turtle,Reef Entertainment,,2012
Bully: Scholarship Edition,Take-Two Interactive,,2008
My Ballet Studio,505 Games,,2009
Guild Wars,NCSoft,,2005
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,Prototype,,2010
Archer Maclean Presents: Pool Paradise,Ignition Entertainment,,2004
Sengoku Efuda Yuugi: Hototogisu Tairan,Irem Software Engineering,,2010
Battlezone,Atari,,2006
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,Marvelous Interactive,,2007
Medal of Honor: Vanguard,Electronic Arts,,2007
Touch Shot! Love Application,Compile Heart,,2012
Nanotek Warrior,Virgin Interactive,,1997
Galileo,D3Publisher,,2008
Cake Mania: Baker's Challenge,Destineer,,2008
Captain Tsubasa J: The Way to World Youth,Namco Bandai Games,,1995
Super Monkey Ball Adventure,Sega,,2006
Alien Breed Trilogy,Mastertronic,,2011
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,FuRyu,,2015
Sengoku Basara: Sanada Yukimura-Den,Capcom,,2016
CID The Dummy,Oxygen Interactive,,2009
Kisuato,TGL,,2015
Madden NFL 07,Electronic Arts,,2006
Renegade Racers,Interplay,,1999
The Legend of Korra (3DS),Activision,,2014
AniMates!,Lexicon Entertainment,,2007
Monster High 13 Wishes,Little Orbit,,2013
Franklin the Turtle,Game Factory,,2005
Steins;Gate 0,5pb,,2015
Catan,CDV Software Entertainment,,2009
Backyard NFL Football,Atari,,2007
Captain Morgane and the Golden Turtle,Reef Entertainment,,2012
Gauntlet / Rampart,Zoo Digital Publishing,,2005
Age of Empires III: Gold Edition,Microsoft Game Studios,,2007
Let's Play Ballerina,Deep Silver,,2010
Disney Planes Fire & Rescue,Disney Interactive Studios,,2014
Dream Girl Premier,Alchemist,,2015
River King: Wonderful Journey,505 Games,,2005
Senran Kagura: Bon Appétit!,Marvelous Entertainment,,2014
Ducati Moto,Vir2L Studios,,2008
Justice League Heroes: The Flash,Eidos Interactive,,2006
Pop Cutie! Street Fashion Simulation (JP sales),Tecmo Koei,,2008
The Peanuts Movie: Snoopy's Grand Adventure,Activision,,2015
Kawasaki Snowmobiles,Metro 3D,,2008
Dungeon Siege II,Microsoft Game Studios,,2005
Bae Yong-joon to Manabu Kankokugo DS,D3Publisher,,2009
World War II Combat: Road To Berlin,Groove Games,,2006
Metal Saga,Success,,2005
Imagine: Sweet 16,Ubisoft,,2010
SWAT 4,Vivendi Games,,2005
Last Escort 2: Shinya no Amai Toge,D3Publisher,,2008
Pop'n Music 13 Carnival,Konami Digital Entertainment,,2006
Magicka Collection,Unknown,,2011
